	Paralogs
1249	XP_005993700.1
1250	XP_005993717.1
1251	XP_005993731.1
1252	XP_005993733.1
1253	XP_005993753.1
1254	XP_005993755.2
1255	XP_005993759.2
1256	XP_005993768.1
1257	XP_005993769.1
1258	XP_005993774.1
1259	XP_005993776.1
1260	XP_005993791.1
1261	XP_005993802.1
1262	XP_005993803.1
1263	XP_005993804.1
1264	XP_005993809.1
1265	XP_005993815.1
1266	XP_005993816.1
1267	XP_005993832.1
1268	XP_005993837.2
1269	XP_005993843.1
1270	XP_005993844.1
1271	XP_005993846.1
1272	XP_005993849.1
1273	XP_005993857.1
1274	XP_005993866.1
1275	XP_005993867.1
1276	XP_005993870.1
1277	XP_005993876.1
1278	XP_005993904.1
1279	XP_005993905.1
1280	XP_005993907.1
1281	XP_005993909.1
1282	XP_005993911.1
1283	XP_005993917.1
1284	XP_005993918.1
1285	XP_005993920.1
1286	XP_005993926.2
1287	XP_005993927.1
1288	XP_005993929.1
1289	XP_005993937.1
1290	XP_005993941.1
1291	XP_005993944.1
1292	XP_005993945.1
1293	XP_005993954.1
1294	XP_005993961.1
1295	XP_005993963.1
1296	XP_005993967.1
1297	XP_005993970.2
1298	XP_005993984.1
1299	XP_005993991.1
1300	XP_005994005.1
1301	XP_005994008.1
1302	XP_005994009.1
1303	XP_005994011.1
1304	XP_005994016.1
1305	XP_005994025.1
1306	XP_005994026.1
1307	XP_005994028.1
1308	XP_005994031.1
1309	XP_005994041.1
1310	XP_005994050.1
1311	XP_005994052.1
1312	XP_005994055.1
1313	XP_005994058.1
1314	XP_005994062.1
1315	XP_005994064.1
1316	XP_005994065.1
1317	XP_005994067.1
1318	XP_005994077.1
1319	XP_005994079.1
1320	XP_005994080.1
1321	XP_005994085.1
1322	XP_005994088.1
1323	XP_005994091.2
1324	XP_005994093.1
1325	XP_005994094.1
1326	XP_005994096.1
1327	XP_005994098.1
1328	XP_005994111.1
1329	XP_005994121.1
1330	XP_005994134.1
1331	XP_005994146.1
1332	XP_005994157.1
1333	XP_005994159.1
1334	XP_005994162.1
1335	XP_005994175.1
1336	XP_005994176.1
1337	XP_005994177.1
1338	XP_005994179.1
1339	XP_005994190.2
1340	XP_005994193.1
1341	XP_005994195.1
1342	XP_005994199.1
1343	XP_005994200.1
1344	XP_005994205.1
1345	XP_005994210.1
1346	XP_005994213.1
1347	XP_005994221.1
1348	XP_005994222.1
1349	XP_005994224.1
1350	XP_005994225.1
1351	XP_005994229.1
1352	XP_005994231.1
1353	XP_005994242.1
1354	XP_005994245.1
1355	XP_005994266.1
1356	XP_005994282.1
1357	XP_005994284.2
1358	XP_005994301.1
1359	XP_005994309.1
1360	XP_005994318.1
1361	XP_005994320.2
1362	XP_005994326.1
1363	XP_005994329.1
1364	XP_005994330.1
1365	XP_005994334.1
1366	XP_005994347.1
1367	XP_005994354.1
1368	XP_005994359.2
1369	XP_005994368.1
1370	XP_005994370.1
1371	XP_005994375.1
1372	XP_005994378.1
1373	XP_005994390.1
1374	XP_005994404.1
1375	XP_005994406.1
1376	XP_005994413.1
1377	XP_005994416.1
1378	XP_005994424.1
1379	XP_005994433.1
1380	XP_005994453.1
1381	XP_005994478.1
1382	XP_005994482.1
1383	XP_005994506.1
1384	XP_005994513.1
1385	XP_005994514.1
1386	XP_005994518.1
1387	XP_005994521.1
1388	XP_005994522.1
1389	XP_005994524.1
1390	XP_005994535.1
1391	XP_005994536.1
1392	XP_005994545.1
1393	XP_005994546.1
1394	XP_005994548.1
1395	XP_005994560.1
1396	XP_005994562.1
1397	XP_005994568.1
1398	XP_005994571.1
1399	XP_005994587.1
1400	XP_005994588.1
1401	XP_005994590.1
1402	XP_005994593.1
1403	XP_005994594.1
1404	XP_005994599.1
1405	XP_005994600.1
1406	XP_005994601.1
1407	XP_005994609.1
1408	XP_005994614.1
1409	XP_005994616.1
1410	XP_005994618.1
1411	XP_005994628.1
1412	XP_005994630.1
1413	XP_005994632.1
1414	XP_005994634.1
1415	XP_005994640.1
1416	XP_005994644.1
1417	XP_005994649.1
1418	XP_005994666.1
1419	XP_005994668.1
1420	XP_005994672.1
1421	XP_005994680.1
1422	XP_005994690.1
1423	XP_005994693.1
1424	XP_005994731.1
1425	XP_005994760.1
1426	XP_005994762.1
1427	XP_005994764.1
1428	XP_005994779.1
1429	XP_005994784.1
1430	XP_005994787.1
1431	XP_005994789.1
1432	XP_005994796.1
1433	XP_005994797.1
1434	XP_005994809.1
1435	XP_005994819.1
1436	XP_005994829.1
1437	XP_005994840.1
1438	XP_005994852.1
1439	XP_005994862.1
1440	XP_005994866.1
1441	XP_005994874.1
1442	XP_005994879.1
1443	XP_005994883.1
1444	XP_005994894.1
1445	XP_005994896.1
1446	XP_005994897.1
1447	XP_005994898.1
1448	XP_005994913.1
1449	XP_005994917.1
1450	XP_005994919.2
1451	XP_005994930.1
1452	XP_005994933.1
1453	XP_005994936.2
1454	XP_005994938.1
1455	XP_005994939.2
1456	XP_005994952.1
1457	XP_005994953.1
1458	XP_005994961.1
1459	XP_005994965.1
1460	XP_005994967.1
1461	XP_005994968.1
1462	XP_005994971.2
1463	XP_005994974.1
1464	XP_005994983.1
1465	XP_005995000.1
1466	XP_005995017.2
1467	XP_005995035.1
1468	XP_005995036.1
1469	XP_005995038.1
1470	XP_005995040.2
1471	XP_005995044.1
1472	XP_005995060.1
1473	XP_005995063.1
1474	XP_005995072.1
1475	XP_005995074.2
1476	XP_005995083.1
1477	XP_005995086.1
1478	XP_005995087.1
1479	XP_005995090.1
1480	XP_005995107.2
1481	XP_005995125.1
1482	XP_005995126.1
1483	XP_005995138.1
1484	XP_005995139.1
1485	XP_005995145.1
1486	XP_005995155.1
1487	XP_005995164.1
1488	XP_005995168.1
1489	XP_005995180.1
1490	XP_005995181.1
1491	XP_005995191.1
1492	XP_005995193.1
1493	XP_005995194.1
1494	XP_005995195.1
1495	XP_005995203.1
1496	XP_005995214.1
1497	XP_005995217.1
1498	XP_005995231.1
1499	XP_005995234.1
1500	XP_005995237.1
1501	XP_005995240.1
1502	XP_005995241.1
1503	XP_005995246.1
1504	XP_005995248.1
1505	XP_005995249.1
1506	XP_005995251.1
1507	XP_005995252.1
1508	XP_005995260.1
1509	XP_005995262.1
1510	XP_005995265.1
1511	XP_005995266.1
1512	XP_005995272.1
1513	XP_005995278.2
1514	XP_005995283.1
1515	XP_005995284.1
1516	XP_005995288.1
1517	XP_005995298.1
1518	XP_005995304.1
1519	XP_005995311.1
1520	XP_005995315.2
1521	XP_005995323.1
1522	XP_005995324.1
1523	XP_005995334.1
1524	XP_005995337.1
1525	XP_005995338.1
1526	XP_005995339.1
1527	XP_005995340.1
1528	XP_005995359.1
1529	XP_005995368.1
1530	XP_005995369.1
1531	XP_005995371.1
1532	XP_005995379.1
1533	XP_005995391.1
1534	XP_005995392.1
1535	XP_005995404.1
1536	XP_005995405.1
1537	XP_005995429.1
1538	XP_005995430.1
1539	XP_005995436.1
1540	XP_005995445.1
1541	XP_005995450.1
1542	XP_005995457.1
1543	XP_005995464.1
1544	XP_005995466.1
1545	XP_005995503.1
1546	XP_005995509.1
1547	XP_005995510.1
1548	XP_005995519.1
1549	XP_005995520.1
1550	XP_005995524.1
1551	XP_005995541.1
1552	XP_005995543.1
1553	XP_005995554.1
1554	XP_005995556.1
1555	XP_005995560.1
1556	XP_005995572.1
1557	XP_005995573.2
1558	XP_005995580.1
1559	XP_005995581.1
1560	XP_005995582.1
1561	XP_005995585.1
1562	XP_005995587.2
1563	XP_005995598.1
1564	XP_005995604.1
1565	XP_005995608.1
1566	XP_005995612.1
1567	XP_005995620.1
1568	XP_005995627.1
1569	XP_005995631.1
1570	XP_005995636.1
1571	XP_005995638.1
1572	XP_005995643.1
1573	XP_005995645.2
1574	XP_005995662.1
1575	XP_005995665.1
1576	XP_005995668.1
1577	XP_005995680.2
1578	XP_005995691.1
1579	XP_005995693.2
1580	XP_005995696.1
1581	XP_005995697.1
1582	XP_005995698.1
1583	XP_005995709.1
1584	XP_005995715.1
1585	XP_005995724.1
1586	XP_005995736.2
1587	XP_005995775.1
1588	XP_005995779.1
1589	XP_005995786.1
1590	XP_005995798.1
1591	XP_005995799.1
1592	XP_005995800.1
1593	XP_005995839.1
1594	XP_005995840.1
1595	XP_005995841.1
1596	XP_005995843.1
1597	XP_005995846.1
1598	XP_005995851.2
1599	XP_005995870.1
1600	XP_005995873.1
1601	XP_005995877.1
1602	XP_005995880.1
1603	XP_005995894.1
1604	XP_005995907.1
1605	XP_005995909.1
1606	XP_005995930.1
1607	XP_005995937.2
1608	XP_005995945.1
1609	XP_005995951.1
1610	XP_005995957.1
1611	XP_005995958.1
1612	XP_005995959.1
1613	XP_005995970.1
1614	XP_005995983.1
1615	XP_005995986.1
1616	XP_005995994.1
1617	XP_005996006.1
1618	XP_005996009.1
1619	XP_005996011.1
1620	XP_005996013.1
1621	XP_005996020.1
1622	XP_005996023.1
1623	XP_005996026.1
1624	XP_005996027.1
1625	XP_005996028.1
1626	XP_005996031.1
1627	XP_005996038.1
1628	XP_005996046.1
1629	XP_005996047.1
1630	XP_005996049.1
1631	XP_005996056.1
1632	XP_005996062.1
1633	XP_005996068.1
1634	XP_005996083.1
1635	XP_005996087.1
1636	XP_005996091.1
1637	XP_005996103.1
1638	XP_005996105.1
1639	XP_005996111.1
1640	XP_005996120.1
1641	XP_005996122.1
1642	XP_005996129.1
1643	XP_005996135.1
1644	XP_005996136.1
1645	XP_005996147.1
1646	XP_005996154.1
1647	XP_005996160.1
1648	XP_005996180.1
1649	XP_005996193.1
1650	XP_005996198.1
1651	XP_005996208.1
1652	XP_005996227.1
1653	XP_005996231.1
1654	XP_005996233.1
1655	XP_005996237.1
1656	XP_005996245.1
1657	XP_005996252.1
1658	XP_005996255.1
1659	XP_005996258.1
1660	XP_005996264.2
1661	XP_005996267.1
1662	XP_005996270.1
1663	XP_005996274.1
1664	XP_005996275.1
1665	XP_005996278.1
1666	XP_005996282.1
1667	XP_005996290.1
1668	XP_005996302.1
1669	XP_005996308.1
1670	XP_005996310.1
1671	XP_005996311.1
1672	XP_005996312.1
1673	XP_005996340.1
1674	XP_005996343.1
1675	XP_005996344.1
1676	XP_005996351.1
1677	XP_005996356.1
1678	XP_005996363.1
1679	XP_005996373.1
1680	XP_005996379.1
1681	XP_005996384.1
1682	XP_005996385.1
1683	XP_005996387.1
1684	XP_005996390.1
1685	XP_005996398.1
1686	XP_005996417.2
1687	XP_005996426.1
1688	XP_005996430.1
1689	XP_005996445.1
1690	XP_005996447.1
1691	XP_005996451.1
1692	XP_005996479.1
1693	XP_005996485.1
1694	XP_005996489.1
1695	XP_005996501.1
1696	XP_005996512.1
1697	XP_005996513.1
1698	XP_005996531.1
1699	XP_005996541.1
1700	XP_005996543.1
1701	XP_005996544.1
1702	XP_005996546.1
1703	XP_005996562.1
1704	XP_005996569.1
1705	XP_005996571.1
1706	XP_005996592.1
1707	XP_005996601.1
1708	XP_005996608.1
1709	XP_005996615.1
1710	XP_005996627.1
1711	XP_005996630.1
1712	XP_005996641.1
1713	XP_005996649.1
1714	XP_005996651.1
1715	XP_005996654.1
1716	XP_005996674.1
1717	XP_005996678.1
1718	XP_005996687.1
1719	XP_005996698.1
1720	XP_005996700.1
1721	XP_005996712.1
1722	XP_005996715.1
1723	XP_005996719.1
1724	XP_005996725.1
1725	XP_005996739.1
1726	XP_005996741.1
1727	XP_005996744.1
1728	XP_005996756.1
1729	XP_005996762.1
1730	XP_005996766.1
1731	XP_005996772.2
1732	XP_005996775.1
1733	XP_005996806.1
1734	XP_005996809.1
1735	XP_005996813.2
1736	XP_005996814.1
1737	XP_005996847.1
1738	XP_005996864.1
1739	XP_005996874.1
1740	XP_005996875.1
1741	XP_005996877.1
1742	XP_005996879.1
1743	XP_005996880.1
1744	XP_005996893.1
1745	XP_005996894.1
1746	XP_005996896.1
1747	XP_005996897.1
1748	XP_005996898.1
1749	XP_005996906.2
1750	XP_005996910.1
1751	XP_005996914.1
1752	XP_005996915.1
1753	XP_005996917.1
1754	XP_005996925.1
1755	XP_005996929.1
1756	XP_005996937.1
1757	XP_005996939.1
1758	XP_005996945.1
1759	XP_005996950.2
1760	XP_005996966.2
1761	XP_005996973.1
1762	XP_005996983.1
1763	XP_005996990.1
1764	XP_005996992.1
1765	XP_005996993.1
1766	XP_005996998.1
1767	XP_005997000.1
1768	XP_005997014.1
1769	XP_005997017.1
1770	XP_005997022.1
1771	XP_005997042.1
1772	XP_005997050.1
1773	XP_005997061.1
1774	XP_005997064.1
1775	XP_005997066.1
1776	XP_005997068.1
1777	XP_005997076.1
1778	XP_005997078.2
1779	XP_005997086.1
1780	XP_005997111.1
1781	XP_005997119.1
1782	XP_005997125.1
1783	XP_005997126.1
1784	XP_005997139.1
1785	XP_005997154.1
1786	XP_005997157.1
1787	XP_005997159.1
1788	XP_005997179.1
1789	XP_005997180.2
1790	XP_005997183.1
1791	XP_005997184.1
1792	XP_005997187.1
1793	XP_005997190.1
1794	XP_005997191.1
1795	XP_005997192.1
1796	XP_005997198.1
1797	XP_005997201.1
1798	XP_005997205.1
1799	XP_005997209.1
1800	XP_005997226.1
1801	XP_005997249.1
1802	XP_005997250.1
1803	XP_005997255.1
1804	XP_005997260.1
1805	XP_005997268.1
1806	XP_005997287.1
1807	XP_005997288.2
1808	XP_005997298.1
1809	XP_005997303.1
1810	XP_005997305.1
1811	XP_005997311.1
1812	XP_005997319.1
1813	XP_005997324.1
1814	XP_005997336.2
1815	XP_005997338.1
1816	XP_005997351.1
1817	XP_005997361.1
1818	XP_005997364.1
1819	XP_005997371.1
1820	XP_005997377.1
1821	XP_005997382.1
1822	XP_005997383.1
1823	XP_005997388.2
1824	XP_005997389.2
1825	XP_005997390.2
1826	XP_005997394.1
1827	XP_005997402.2
1828	XP_005997422.1
1829	XP_005997424.2
1830	XP_005997425.1
1831	XP_005997427.2
1832	XP_005997429.1
1833	XP_005997464.1
1834	XP_005997472.1
1835	XP_005997488.1
1836	XP_005997489.1
1837	XP_005997499.1
1838	XP_005997501.1
1839	XP_005997502.1
1840	XP_005997504.1
1841	XP_005997507.1
1842	XP_005997514.1
1843	XP_005997525.1
1844	XP_005997528.1
1845	XP_005997544.1
1846	XP_005997550.1
1847	XP_005997562.1
1848	XP_005997565.1
1849	XP_005997583.1
1850	XP_005997585.1
1851	XP_005997591.2
1852	XP_005997593.1
1853	XP_005997607.1
1854	XP_005997626.1
1855	XP_005997646.1
1856	XP_005997649.1
1857	XP_005997651.2
1858	XP_005997663.1
1859	XP_005997683.1
1860	XP_005997684.1
1861	XP_005997692.1
1862	XP_005997695.1
1863	XP_005997697.1
1864	XP_005997709.1
1865	XP_005997711.1
1866	XP_005997712.1
1867	XP_005997721.2
1868	XP_005997729.1
1869	XP_005997735.1
1870	XP_005997737.1
1871	XP_005997746.1
1872	XP_005997749.1
1873	XP_005997750.1
1874	XP_005997765.1
1875	XP_005997767.1
1876	XP_005997769.1
1877	XP_005997771.1
1878	XP_005997779.2
1879	XP_005997782.1
1880	XP_005997792.1
1881	XP_005997796.1
1882	XP_005997801.1
1883	XP_005997806.1
1884	XP_005997814.1
1885	XP_005997828.1
1886	XP_005997836.2
1887	XP_005997839.1
1888	XP_005997841.1
1889	XP_005997846.1
1890	XP_005997850.1
1891	XP_005997861.1
1892	XP_005997864.1
1893	XP_005997865.1
1894	XP_005997877.1
1895	XP_005997878.1
1896	XP_005997880.1
1897	XP_005997893.1
1898	XP_005997900.1
1899	XP_005997902.1
1900	XP_005997907.1
1901	XP_005997916.1
1902	XP_005997921.1
1903	XP_005997922.1
1904	XP_005997933.1
1905	XP_005997938.1
1906	XP_005997945.1
1907	XP_005997946.1
1908	XP_005997956.1
1909	XP_005997963.1
1910	XP_005997985.2
1911	XP_005997988.1
1912	XP_005998000.1
1913	XP_005998005.1
1914	XP_005998021.2
1915	XP_005998027.1
1916	XP_005998028.1
1917	XP_005998038.1
1918	XP_005998063.1
1919	XP_005998064.1
1920	XP_005998072.1
1921	XP_005998074.1
1922	XP_005998086.1
1923	XP_005998087.1
1924	XP_005998088.1
1925	XP_005998094.1
1926	XP_005998107.1
1927	XP_005998112.1
1928	XP_005998116.1
1929	XP_005998117.1
1930	XP_005998130.1
1931	XP_005998139.1
1932	XP_005998148.1
1933	XP_005998149.1
1934	XP_005998153.1
1935	XP_005998156.1
1936	XP_005998160.1
1937	XP_005998166.1
1938	XP_005998173.1
1939	XP_005998176.1
1940	XP_005998189.1
1941	XP_005998190.2
1942	XP_005998210.1
1943	XP_005998239.2
1944	XP_005998243.1
1945	XP_005998247.1
1946	XP_005998258.1
1947	XP_005998259.1
1948	XP_005998264.1
1949	XP_005998270.1
1950	XP_005998274.1
1951	XP_005998276.1
1952	XP_005998281.1
1953	XP_005998292.2
1954	XP_005998295.1
1955	XP_005998296.1
1956	XP_005998301.1
1957	XP_005998303.1
1958	XP_005998315.1
1959	XP_005998317.1
1960	XP_005998320.1
1961	XP_005998328.1
1962	XP_005998334.1
1963	XP_005998342.1
1964	XP_005998344.1
1965	XP_005998350.1
1966	XP_005998351.1
1967	XP_005998352.1
1968	XP_005998353.1
1969	XP_005998362.1
1970	XP_005998381.1
1971	XP_005998394.1
1972	XP_005998410.1
1973	XP_005998411.1
1974	XP_005998412.1
1975	XP_005998427.1
1976	XP_005998428.1
1977	XP_005998430.1
1978	XP_005998442.1
1979	XP_005998455.1
1980	XP_005998456.1
1981	XP_005998467.1
1982	XP_005998468.1
1983	XP_005998480.1
1984	XP_005998489.1
1985	XP_005998492.1
1986	XP_005998500.1
1987	XP_005998501.1
1988	XP_005998502.1
1989	XP_005998507.1
1990	XP_005998524.1
1991	XP_005998526.1
1992	XP_005998530.1
1993	XP_005998537.1
1994	XP_005998538.1
1995	XP_005998540.2
1996	XP_005998551.1
1997	XP_005998553.1
1998	XP_005998556.1
1999	XP_005998561.1
2000	XP_005998563.1
2001	XP_005998582.1
2002	XP_005998586.1
2003	XP_005998614.1
2004	XP_005998617.1
2005	XP_005998632.1
2006	XP_005998641.1
2007	XP_005998648.1
2008	XP_005998649.1
2009	XP_005998663.1
2010	XP_005998674.1
2011	XP_005998676.1
2012	XP_005998678.1
2013	XP_005998679.2
2014	XP_005998690.1
2015	XP_005998693.2
2016	XP_005998694.1
2017	XP_005998706.1
2018	XP_005998716.1
2019	XP_005998717.1
2020	XP_005998733.1
2021	XP_005998734.1
2022	XP_005998745.2
2023	XP_005998751.1
2024	XP_005998752.1
2025	XP_005998759.1
2026	XP_005998761.1
2027	XP_005998781.1
2028	XP_005998791.1
2029	XP_005998793.1
2030	XP_005998794.1
2031	XP_005998806.1
2032	XP_005998808.1
2033	XP_005998820.1
2034	XP_005998821.1
2035	XP_005998832.1
2036	XP_005998835.1
2037	XP_005998841.1
2038	XP_005998842.1
2039	XP_005998852.1
2040	XP_005998860.1
2041	XP_005998876.1
2042	XP_005998885.1
2043	XP_005998888.1
2044	XP_005998896.1
2045	XP_005998898.1
2046	XP_005998904.1
2047	XP_005998911.1
2048	XP_005998918.1
2049	XP_005998936.1
2050	XP_005998938.1
2051	XP_005998941.1
2052	XP_005998942.1
2053	XP_005998967.1
2054	XP_005998972.1
2055	XP_005998977.1
2056	XP_005998998.1
2057	XP_005999000.1
2058	XP_005999001.2
2059	XP_005999002.1
2060	XP_005999005.1
2061	XP_005999017.1
2062	XP_005999021.2
2063	XP_005999027.1
2064	XP_005999029.1
2065	XP_005999031.1
2066	XP_005999047.1
2067	XP_005999052.1
2068	XP_005999053.1
2069	XP_005999066.1
2070	XP_005999070.1
2071	XP_005999071.1
2072	XP_005999072.1
2073	XP_005999076.2
2074	XP_005999079.1
2075	XP_005999084.1
2076	XP_005999089.1
2077	XP_005999098.1
2078	XP_005999100.1
2079	XP_005999101.1
2080	XP_005999107.1
2081	XP_005999110.1
2082	XP_005999117.1
2083	XP_005999121.1
2084	XP_005999129.1
2085	XP_005999141.1
2086	XP_005999144.1
2087	XP_005999154.1
2088	XP_005999159.1
2089	XP_005999174.1
2090	XP_005999192.1
2091	XP_005999206.2
2092	XP_005999208.1
2093	XP_005999214.1
2094	XP_005999216.1
2095	XP_005999218.1
2096	XP_005999219.1
2097	XP_005999221.1
2098	XP_005999224.1
2099	XP_005999233.1
2100	XP_005999234.1
2101	XP_005999250.1
2102	XP_005999252.1
2103	XP_005999256.1
2104	XP_005999272.1
2105	XP_005999287.1
2106	XP_005999314.1
2107	XP_005999320.1
2108	XP_005999322.1
2109	XP_005999339.1
2110	XP_005999349.2
2111	XP_005999358.1
2112	XP_005999359.1
2113	XP_005999375.1
2114	XP_005999395.1
2115	XP_005999396.1
2116	XP_005999406.2
2117	XP_005999411.1
2118	XP_005999413.1
2119	XP_005999427.1
2120	XP_005999428.1
2121	XP_005999429.1
2122	XP_005999436.1
2123	XP_005999441.1
2124	XP_005999447.1
2125	XP_005999448.1
2126	XP_005999452.1
2127	XP_005999453.1
2128	XP_005999456.1
2129	XP_005999462.1
2130	XP_005999466.1
2131	XP_005999474.1
2132	XP_005999477.1
2133	XP_005999480.1
2134	XP_005999484.1
2135	XP_005999487.1
2136	XP_005999492.1
2137	XP_005999494.1
2138	XP_005999497.1
2139	XP_005999503.1
2140	XP_005999508.1
2141	XP_005999517.1
2142	XP_005999520.1
2143	XP_005999522.1
2144	XP_005999525.1
2145	XP_005999532.1
2146	XP_005999535.1
2147	XP_005999539.1
2148	XP_005999567.1
2149	XP_005999569.1
2150	XP_005999570.1
2151	XP_005999576.1
2152	XP_005999581.1
2153	XP_005999585.1
2154	XP_005999591.1
2155	XP_005999606.1
2156	XP_005999609.1
2157	XP_005999611.1
2158	XP_005999612.1
2159	XP_005999619.1
2160	XP_005999620.1
2161	XP_005999623.1
2162	XP_005999628.1
2163	XP_005999633.1
2164	XP_005999634.1
2165	XP_005999647.1
2166	XP_005999653.1
2167	XP_005999668.1
2168	XP_005999670.1
2169	XP_005999677.2
2170	XP_005999687.1
2171	XP_005999690.1
2172	XP_005999699.1
2173	XP_005999714.1
2174	XP_005999717.1
2175	XP_005999718.1
2176	XP_005999719.1
2177	XP_005999725.1
2178	XP_005999732.1
2179	XP_005999738.1
2180	XP_005999745.1
2181	XP_005999750.1
2182	XP_005999752.1
2183	XP_005999753.1
2184	XP_005999754.1
2185	XP_005999759.1
2186	XP_005999762.1
2187	XP_005999763.1
2188	XP_005999793.1
2189	XP_005999794.1
2190	XP_005999815.1
2191	XP_005999817.1
2192	XP_005999822.2
2193	XP_005999828.1
2194	XP_005999829.1
2195	XP_005999833.1
