	Gene1 (Latimeria)	Score1	Gene2 (Danio)	Score2
541	XP_005987566.1	541 	NP_001013548.1	567 
542	XP_005987567.1	762 	XP_005172702.1	762 
543	XP_005987568.1	493 	NP_001038798.2	493 
544	XP_005987581.2	206 	XP_017208314.1	205 
545	XP_005987583.1	956 	XP_009299404.1	956 
546	XP_005987585.1	298 	NP_001018524.1	298 
547	XP_005987589.2	152 	NP_957061.1	168 
548	XP_005987590.1	438 	NP_001005980.1	438 
549	XP_005987591.1	989 	XP_005161504.1	989 
550	XP_005987595.1	491 	NP_571109.1	491 
551	XP_005987600.1	211 	NP_001018395.1	211 
552	XP_005987602.1	287 	XP_005157765.1	301 
553	XP_005987610.1	4925	XP_005169246.1	4907
554	XP_005987613.2	772 	XP_017206469.1	772 
555	XP_005987619.1	814 	NP_001136038.1	801 
556	XP_005987632.1	920 	XP_009294892.1	920 
557	XP_005987633.1	105 	XP_005172173.1	105 
558	XP_005987634.1	128 	NP_997908.1	115 
559	XP_005987635.1	316 	NP_001076493.1	316 
560	XP_005987636.1	229 	XP_009294885.1	229 
561	XP_005987644.1	178 	XP_017208586.1	179 
562	XP_005987645.1	90.1	XP_003200962.1	90.1
563	XP_005987652.1	100 	XP_689382.4	100 
564	XP_005987654.1	505 	NP_001070762.1	505 
565	XP_005987656.1	674 	XP_021325046.1	653 
566	XP_005987660.1	491 	NP_001122056.1	475 
567	XP_005987661.1	60.5	XP_021331356.1	60.8
568	XP_005987662.1	288 	NP_571081.1	308 
569	XP_005987664.1	1833	XP_009304268.1	1812
570	XP_005987666.1	1826	XP_017213667.1	1804
571	XP_005987673.1	898 	NP_956632.1	918 
572	XP_005987678.1	405 	NP_001070751.1	394 
573	XP_005987681.1	676 	XP_009304233.1	698 
574	XP_005987682.1	1473	XP_690190.7	1495
575	XP_005987686.2	1251	XP_699750.6	1294
576	XP_005987689.1	727 	XP_005172153.1	696 
577	XP_005987691.1	639 	XP_684981.2	626 
578	XP_005987694.1	202 	XP_005167029.1	202 
579	XP_005987696.1	481 	NP_997862.1	502 
580	XP_005987699.1	677 	NP_001037809.1	691 
581	XP_005987701.1	317 	XP_003198883.2	305 
582	XP_005987703.1	1039	NP_956096.1	1044
583	XP_005987706.1	747 	XP_009302268.1	770 
584	XP_005987708.1	105 	XP_009302294.1	125 
585	XP_005987712.1	90.9	XP_005160265.1	89.7
586	XP_005987713.1	350 	NP_001005960.1	336 
587	XP_005987715.1	40.4	XP_009301605.2	35.8
588	XP_005987716.1	406 	NP_956828.1	406 
589	XP_005987720.1	342 	NP_571946.1	342 
590	XP_005987721.1	169 	NP_001017723.1	169 
591	XP_005987722.1	860 	XP_700808.6	852 
592	XP_005987723.1	59.7	NP_001122215.1	59.7
593	XP_005987724.1	409 	NP_001124140.1	420 
594	XP_005987727.2	223 	NP_001091865.1	249 
595	XP_005987730.1	3318	XP_689780.5	3323
596	XP_005987732.1	51.2	XP_003201260.1	51.2
597	XP_005987741.1	88.6	XP_005162472.1	79.3
598	XP_005987742.1	708 	XP_002667319.1	695 
599	XP_005987743.1	962 	XP_005174156.1	949 
600	XP_005987745.1	67.8	XP_005168342.1	67.8
601	XP_005987751.1	399 	NP_001092890.1	400 
602	XP_005987752.1	787 	XP_021325649.1	764 
603	XP_005987754.1	919 	NP_001104626.1	900 
604	XP_005987756.1	177 	XP_003199138.1	166 
605	XP_005987759.1	522 	XP_005174188.2	522 
606	XP_005987763.1	1149	XP_002666912.2	1165
607	XP_005987764.1	759 	NP_001116536.2	759 
608	XP_005987765.1	590 	XP_684726.6	590 
609	XP_005987770.1	7776	XP_021333509.1	7864
610	XP_005987771.1	7777	XP_021333511.1	7864
611	XP_005987772.1	7770	XP_021333510.1	7864
612	XP_005987774.1	7802	XP_021333508.1	7890
613	XP_005987777.1	302 	NP_001013297.1	302 
614	XP_005987778.1	831 	NP_001186800.1	831 
615	XP_005987782.1	343 	XP_009296365.1	345 
616	XP_005987783.1	412 	NP_956409.1	412 
617	XP_005987786.1	375 	NP_001092729.1	384 
618	XP_005987789.1	505 	NP_001280097.1	505 
619	XP_005987790.1	498 	XP_005174428.1	498 
620	XP_005987797.1	217 	XP_001344451.3	230 
621	XP_005987798.1	431 	NP_861426.1	431 
622	XP_005987799.1	518 	NP_571360.1	498 
623	XP_005987800.1	541 	XP_009296435.1	565 
624	XP_005987801.1	524 	XP_009296437.1	546 
625	XP_005987802.1	213 	NP_001018441.1	213 
626	XP_005987804.1	327 	NP_001070240.1	327 
627	XP_005987805.1	848 	NP_001038546.2	911 
628	XP_005987806.1	268 	NP_001018602.1	268 
629	XP_005987807.1	657 	NP_001292472.1	622 
630	XP_005987808.1	771 	XP_003199016.1	826 
631	XP_005987809.1	974 	XP_005168988.1	1012
632	XP_005987811.1	2128	XP_009296410.1	2209
633	XP_005987813.1	2089	XP_009296416.1	2168
634	XP_005987814.1	2126	XP_021326408.1	2192
635	XP_005987820.1	960 	NP_001005932.1	960 
636	XP_005987821.1	279 	NP_001092734.1	279 
637	XP_005987823.1	492 	NP_001028916.1	492 
638	XP_005987826.1	515 	NP_956197.1	535 
639	XP_005987827.1	84.0	XP_009291631.2	98.6
640	XP_005987831.1	362 	NP_001018429.1	343 
641	XP_005987834.1	507 	XP_002666963.1	507 
642	XP_005987835.1	824 	XP_002666956.3	760 
643	XP_005987842.1	322 	NP_001005390.1	322 
644	XP_005987844.1	934 	XP_690922.4	927 
645	XP_005987845.1	724 	XP_005157793.1	712 
646	XP_005987850.1	295 	XP_005157792.1	303 
647	XP_005987852.1	224 	XP_693619.6	219 
648	XP_005987854.1	253 	NP_956130.1	253 
649	XP_005987856.1	909 	NP_571019.1	901 
650	XP_005987857.1	534 	NP_956959.1	555 
651	XP_005987858.1	1858	XP_021337138.1	1861
652	XP_005987862.1	743 	NP_001019624.1	751 
653	XP_005987863.1	244 	NP_775378.1	242 
654	XP_005987865.1	855 	XP_021322196.1	855 
655	XP_005987866.2	233 	NP_998275.1	233 
656	XP_005987868.1	432 	NP_851848.2	444 
657	XP_005987872.1	358 	XP_005165632.1	356 
658	XP_005987873.1	536 	NP_956060.1	536 
659	XP_005987875.1	543 	NP_001003642.1	543 
660	XP_005987886.1	545 	NP_571853.1	530 
661	XP_005987891.2	432 	NP_001002131.1	447 
662	XP_005987900.1	956 	NP_001107121.1	943 
663	XP_005987905.1	361 	XP_021321990.1	380 
664	XP_005987906.2	316 	NP_001070743.1	313 
665	XP_005987907.1	390 	NP_955965.1	412 
666	XP_005987908.1	145 	NP_001122226.1	145 
667	XP_005987909.1	355 	NP_001017784.2	341 
668	XP_005987913.2	419 	NP_001004002.1	419 
669	XP_005987915.1	397 	XP_688016.4	397 
670	XP_005987917.1	1058	XP_017206598.2	1067
671	XP_005987922.1	243 	XP_001333116.1	247 
672	XP_005987927.1	395 	XP_021322229.1	395 
673	XP_005987930.1	206 	NP_001122267.1	214 
674	XP_005987931.1	528 	XP_009289754.1	528 
675	XP_005987932.2	421 	NP_001073415.1	416 
676	XP_005987934.1	198 	XP_009293709.1	186 
677	XP_005987935.1	873 	NP_001002222.2	876 
678	XP_005987938.1	229 	NP_570996.2	229 
679	XP_005987939.1	741 	XP_005173715.1	767 
680	XP_005987942.1	260 	NP_998481.2	261 
681	XP_005987945.1	550 	NP_001003773.1	550 
682	XP_005987947.1	388 	XP_017206442.1	388 
683	XP_005987949.1	432 	NP_001006068.1	424 
684	XP_005987953.1	372 	NP_919360.1	372 
685	XP_005987956.1	238 	XP_005165346.1	219 
686	XP_005987959.2	543 	NP_001292400.1	555 
687	XP_005987960.1	755 	XP_005173435.1	766 
688	XP_005987961.1	303 	NP_001038370.1	294 
689	XP_005987963.1	321 	XP_005157787.1	321 
690	XP_005987971.1	174 	XP_021328997.1	194 
691	XP_005987973.1	363 	XP_021323551.1	363 
692	XP_005987978.1	384 	XP_005159304.1	365 
693	XP_005987995.1	386 	XP_003200427.1	386 
694	XP_005987996.1	976 	NP_957483.2	974 
695	XP_005987998.1	1547	NP_001289176.1	1547
696	XP_005987999.1	417 	NP_957364.2	417 
697	XP_005988000.1	159 	NP_001108040.1	162 
698	XP_005988001.1	249 	NP_991301.1	249 
699	XP_005988002.1	546 	XP_005166058.1	548 
700	XP_005988007.1	182 	NP_001074153.1	182 
701	XP_005988008.2	225 	NP_996983.1	245 
702	XP_005988010.1	557 	XP_685957.1	557 
703	XP_005988013.1	241 	XP_021322927.1	241 
704	XP_005988016.2	144 	XP_009291550.1	141 
705	XP_005988018.2	458 	XP_021322763.1	458 
706	XP_005988024.1	467 	XP_021328900.1	468 
707	XP_005988026.1	699 	NP_001092892.1	685 
708	XP_005988027.1	202 	NP_001076333.1	202 
709	XP_005988028.1	1389	XP_021333390.1	1396
710	XP_005988030.1	150 	NP_957063.1	150 
711	XP_005988033.1	170 	XP_017210159.2	170 
712	XP_005988034.2	654 	NP_571720.2	654 
713	XP_005988039.1	320 	XP_017212392.1	320 
714	XP_005988041.1	688 	XP_689098.3	691 
715	XP_005988042.1	285 	XP_009295991.2	260 
716	XP_005988045.1	263 	NP_001099054.1	275 
717	XP_005988046.1	706 	NP_001070098.1	653 
718	XP_005988048.1	1670	NP_956920.1	1689
719	XP_005988053.1	531 	XP_001922931.3	555 
720	XP_005988063.1	544 	XP_005159162.1	539 
721	XP_005988070.1	2543	XP_009296098.1	2583
722	XP_005988074.1	165 	XP_005163049.1	165 
723	XP_005988076.1	1247	XP_002666893.2	1247
724	XP_005988077.1	978 	XP_021329551.1	978 
725	XP_005988079.1	261 	NP_001070936.1	261 
726	XP_005988083.1	311 	XP_021326271.1	317 
727	XP_005988084.1	746 	XP_021326273.1	705 
728	XP_005988086.1	786 	XP_021326266.1	789 
729	XP_005988089.2	721 	NP_001071193.1	721 
730	XP_005988094.2	548 	XP_686696.2	553 
731	XP_005988098.2	369 	NP_001122205.1	389 
732	XP_005988103.1	1439	XP_009305132.1	1345
733	XP_005988104.1	1414	XP_009305133.1	1320
734	XP_005988114.1	103 	XP_001335873.1	97.8
735	XP_005988117.1	1250	XP_001920975.4	1245
736	XP_005988119.1	221 	XP_003199689.1	241 
737	XP_005988123.1	80.9	NP_001314948.1	84.0
738	XP_005988125.1	259 	XP_021336137.1	240 
739	XP_005988126.1	660 	NP_571718.1	674 
740	XP_005988129.1	260 	XP_001919684.2	296 
741	XP_005988131.1	439 	XP_021336070.1	439 
742	XP_005988133.1	708 	NP_998101.1	715 
743	XP_005988136.2	229 	XP_021327045.1	271 
744	XP_005988138.1	409 	NP_001103183.1	419 
745	XP_005988139.1	402 	XP_001340684.2	402 
746	XP_005988144.1	470 	XP_005170178.1	464 
747	XP_005988155.1	290 	NP_001258553.1	290 
748	XP_005988157.1	434 	XP_017211574.1	443 
749	XP_005988160.1	377 	XP_700455.3	384 
750	XP_005988161.1	50.1	XP_021329703.1	34.7
751	XP_005988165.1	690 	XP_005157573.1	709 
752	XP_005988167.1	336 	NP_001025124.1	313 
753	XP_005988168.1	506 	XP_009289590.1	506 
754	XP_005988169.1	337 	XP_005157651.1	337 
755	XP_005988170.1	389 	XP_009300164.1	397 
756	XP_005988172.1	677 	XP_001336187.3	676 
757	XP_005988177.1	1498	XP_005157509.1	1541
758	XP_005988185.1	691 	XP_005159296.1	598 
759	XP_005988187.1	69.3	XP_005172061.1	69.3
760	XP_005988191.1	182 	NP_957109.1	155 
761	XP_005988192.1	400 	NP_957058.1	400 
762	XP_005988193.1	1524	NP_001032797.1	1524
763	XP_005988198.1	1094	XP_687685.2	1094
764	XP_005988201.1	546 	NP_998589.2	537 
765	XP_005988202.1	688 	NP_001082880.1	664 
766	XP_005988203.1	795 	NP_973722.1	825 
767	XP_005988204.1	450 	NP_001333179.1	446 
768	XP_005988206.1	190 	XP_017206787.2	203 
769	XP_005988207.1	154 	NP_956051.1	154 
770	XP_005988208.1	1679	XP_009290012.1	1701
771	XP_005988210.1	50.1	NP_001093573.2	50.1
772	XP_005988215.1	223 	XP_021332230.1	130 
773	XP_005988219.2	773 	NP_991267.1	773 
774	XP_005988223.1	135 	NP_956141.1	135 
775	XP_005988225.1	191 	NP_956219.1	196 
776	XP_005988226.2	349 	NP_957038.2	349 
777	XP_005988229.1	413 	XP_005161187.1	401 
778	XP_005988230.1	557 	XP_005171954.1	557 
779	XP_005988241.2	156 	NP_997928.1	165 
780	XP_005988246.1	557 	XP_009293604.1	541 
781	XP_005988248.2	184 	NP_001119903.1	184 
782	XP_005988249.1	738 	XP_005156836.1	724 
783	XP_005988253.1	800 	XP_021331902.1	1050
784	XP_005988254.1	798 	XP_021331904.1	1049
785	XP_005988256.1	413 	NP_998356.1	416 
786	XP_005988258.1	456 	NP_957318.1	456 
787	XP_005988265.1	1537	NP_998231.1	1537
788	XP_005988266.1	743 	XP_009299525.1	744 
789	XP_005988267.1	309 	XP_698607.2	291 
790	XP_005988272.1	580 	XP_021332318.1	593 
791	XP_005988273.1	371 	XP_005169977.1	345 
792	XP_005988276.1	145 	NP_001004660.2	145 
793	XP_005988277.1	588 	NP_001017626.1	606 
794	XP_005988278.1	196 	NP_998565.1	196 
795	XP_005988279.1	144 	XP_005166060.1	132 
796	XP_005988280.1	737 	NP_996933.1	737 
797	XP_005988281.1	428 	NP_861429.1	428 
798	XP_005988282.1	332 	NP_001116180.1	332 
799	XP_005988285.1	280 	XP_699429.2	279 
800	XP_005988287.1	382 	NP_001243151.1	385 
801	XP_005988289.1	300 	NP_001314745.1	300 
802	XP_005988290.1	431 	XP_002663251.1	416 
803	XP_005988304.1	518 	XP_017214090.2	520 
804	XP_005988307.1	1379	XP_009305669.1	1380
805	XP_005988309.1	1182	XP_009305671.1	1178
806	XP_005988314.1	222 	NP_001034926.1	222 
807	XP_005988315.1	236 	NP_001103865.1	236 
808	XP_005988316.2	2231	XP_005156726.1	2225
809	XP_005988317.1	349 	XP_021336256.1	346 
810	XP_005988320.1	825 	NP_942137.1	839 
811	XP_005988321.1	422 	NP_001091858.1	425 
812	XP_005988322.1	545 	NP_899670.1	535 
813	XP_005988327.2	843 	XP_690970.4	828 
814	XP_005988331.1	561 	XP_009289393.1	562 
815	XP_005988332.1	552 	NP_001018301.1	552 
816	XP_005988333.1	1598	NP_571020.2	1612
817	XP_005988334.1	811 	XP_005169631.1	1026
818	XP_005988338.1	346 	NP_001092232.1	334 
819	XP_005988341.1	900 	NP_001017741.2	900 
820	XP_005988344.1	800 	XP_002664306.1	803 
821	XP_005988348.1	113 	NP_571665.1	113 
822	XP_005988349.1	201 	XP_002664305.2	201 
823	XP_005988352.1	320 	XP_017210012.2	308 
824	XP_005988353.1	677 	NP_998379.1	679 
825	XP_005988354.1	860 	NP_001017782.1	860 
826	XP_005988361.1	168 	XP_021336837.1	162 
827	XP_005988364.1	1451	NP_991161.1	1476
828	XP_005988365.1	1444	XP_005173319.1	1466
829	XP_005988371.1	345 	NP_999868.1	345 
830	XP_005988376.1	273 	NP_001313470.1	273 
831	XP_005988377.1	492 	NP_998672.1	492 
832	XP_005988380.1	513 	XP_021336680.1	497 
833	XP_005988381.1	870 	XP_021336732.1	870 
834	XP_005988388.1	4450	XP_001920058.2	4442
835	XP_005988397.2	344 	NP_998662.2	344 
836	XP_005988398.1	128 	XP_706561.2	146 
837	XP_005988399.1	571 	XP_005158801.1	571 
838	XP_005988403.1	411 	NP_001070621.2	416 
839	XP_005988404.1	402 	NP_998577.1	402 
840	XP_005988411.2	272 	NP_001006019.1	258 
841	XP_005988414.1	1795	XP_690395.4	1831
842	XP_005988416.1	1790	XP_005157053.1	1763
843	XP_005988417.1	1746	NP_001161758.1	1719
844	XP_005988419.1	1735	XP_009305751.1	1709
845	XP_005988420.1	806 	NP_001071020.1	833 
846	XP_005988424.1	644 	NP_001122183.1	657 
847	XP_005988429.1	75.9	XP_005161961.1	79.7
848	XP_005988430.1	111 	XP_005161968.1	132 
849	XP_005988432.1	317 	NP_001006034.1	317 
850	XP_005988434.1	152 	NP_001107082.1	152 
851	XP_005988435.1	133 	NP_001003761.1	133 
852	XP_005988436.1	357 	XP_005169360.1	306 
853	XP_005988438.1	910 	NP_001002741.1	910 
854	XP_005988441.2	349 	XP_021335513.1	331 
855	XP_005988442.1	444 	NP_956483.1	452 
856	XP_005988445.1	615 	NP_001314683.1	644 
857	XP_005988446.1	1065	NP_001007329.1	1065
858	XP_005988447.1	184 	NP_001185670.1	179 
859	XP_005988453.1	1756	XP_005169340.1	1770
860	XP_005988454.1	186 	NP_001017869.1	179 
861	XP_005988457.1	964 	XP_001921467.4	1167
862	XP_005988458.1	169 	NP_775358.1	143 
863	XP_005988462.1	243 	NP_001002548.1	221 
864	XP_005988471.1	1564	XP_021325384.1	1582
865	XP_005988472.1	1555	NP_001247430.1	1573
866	XP_005988476.1	684 	XP_009294035.1	689 
867	XP_005988477.1	906 	NP_957334.1	921 
868	XP_005988482.1	476 	XP_001338369.2	473 
869	XP_005988491.1	698 	XP_021325559.1	719 
870	XP_005988496.1	479 	XP_009301002.1	479 
871	XP_005988498.1	431 	XP_001343077.3	431 
872	XP_005988499.1	696 	XP_009301003.1	695 
873	XP_005988501.1	2567	XP_005168332.1	2491
874	XP_005988503.1	259 	XP_009302261.1	241 
875	XP_005988506.1	299 	NP_001029350.1	299 
876	XP_005988507.1	489 	NP_001014317.1	501 
877	XP_005988508.1	491 	NP_001070719.1	489 
878	XP_005988512.2	389 	NP_001007775.1	389 
879	XP_005988517.1	340 	NP_571220.2	341 
880	XP_005988519.1	202 	XP_009295356.1	202 
881	XP_005988521.1	129 	XP_009300963.1	131 
882	XP_005988523.1	800 	NP_001030141.1	772 
883	XP_005988524.1	514 	XP_017211950.1	514 
884	XP_005988528.1	107 	NP_852471.1	107 
885	XP_005988529.1	256 	NP_001018160.1	256 
886	XP_005988532.1	189 	NP_001338647.1	181 
887	XP_005988533.1	1546	XP_695566.4	1545
888	XP_005988535.1	290 	XP_021335669.1	301 
889	XP_005988540.2	230 	NP_001121808.1	233 
890	XP_005988550.1	384 	NP_001017685.1	384 
891	XP_005988551.1	357 	XP_005158558.1	357 
892	XP_005988555.1	907 	XP_005159736.1	928 
893	XP_005988560.1	121 	NP_991175.1	121 
894	XP_005988566.1	620 	NP_957115.2	607 
895	XP_005988569.1	1765	NP_001239488.1	1765
896	XP_005988572.1	340 	NP_001004565.2	362 
897	XP_005988573.1	607 	NP_001076370.1	573 
898	XP_005988575.1	353 	NP_001003601.1	353 
899	XP_005988577.1	603 	NP_001313328.1	538 
900	XP_005988580.1	540 	XP_009290790.1	475 
901	XP_005988583.1	189 	XP_009290682.1	190 
902	XP_005988585.1	597 	NP_001001727.1	608 
903	XP_005988591.2	100 	XP_009299567.1	100 
904	XP_005988596.1	287 	XP_005158368.1	282 
905	XP_005988597.1	885 	XP_696189.5	888 
906	XP_005988604.1	481 	NP_997781.1	481 
907	XP_005988605.1	622 	NP_001076272.1	622 
908	XP_005988606.1	481 	NP_001025242.1	499 
909	XP_005988609.1	191 	NP_001017896.1	214 
910	XP_005988626.1	1105	NP_001093527.3	1105
911	XP_005988628.1	433 	NP_001019566.1	433 
912	XP_005988630.1	162 	NP_956672.1	162 
913	XP_005988632.1	275 	NP_001017884.1	286 
914	XP_005988634.1	382 	NP_001017858.2	387 
915	XP_005988635.1	243 	XP_005171789.1	243 
916	XP_005988640.1	1148	NP_001116759.1	1152
917	XP_005988643.2	672 	XP_005171907.1	694 
918	XP_005988645.1	447 	NP_945333.1	427 
919	XP_005988646.1	531 	XP_001337581.3	532 
920	XP_005988648.1	127 	XP_001344100.3	132 
921	XP_005988652.1	1154	NP_001307368.1	1154
922	XP_005988655.1	611 	NP_998296.1	611 
923	XP_005988660.1	619 	NP_001013344.2	619 
924	XP_005988664.1	236 	NP_991258.2	280 
925	XP_005988668.1	217 	NP_001184258.1	257 
926	XP_005988670.2	557 	NP_001077316.1	557 
927	XP_005988680.2	307 	NP_001004619.1	307 
928	XP_005988684.1	1306	NP_001004537.1	1315
929	XP_005988685.1	1002	NP_998268.1	1002
930	XP_005988689.1	268 	NP_001025312.1	238 
931	XP_005988690.2	840 	NP_956436.1	814 
932	XP_005988708.1	193 	NP_956214.1	189 
933	XP_005988716.1	999 	NP_001189348.1	1005
934	XP_005988719.1	331 	NP_957354.1	331 
935	XP_005988721.1	642 	NP_001076321.1	638 
936	XP_005988723.1	2682	NP_001128156.1	2682
937	XP_005988725.1	190 	XP_005168555.1	190 
938	XP_005988726.1	576 	NP_998405.2	592 
939	XP_005988732.1	1833	XP_017207519.1	1859
940	XP_005988733.1	1814	XP_017207520.1	1840
941	XP_005988735.1	727 	NP_001025261.3	727 
942	XP_005988737.1	536 	NP_001068580.1	536 
943	XP_005988742.1	574 	NP_957288.1	574 
944	XP_005988745.1	95.9	XP_001918978.2	65.5
945	XP_005988748.1	786 	XP_005169330.1	780 
946	XP_005988754.1	185 	XP_005169462.1	185 
947	XP_005988756.1	392 	XP_017213715.1	392 
948	XP_005988757.1	251 	NP_571695.1	284 
949	XP_005988760.1	384 	XP_005171924.1	384 
950	XP_005988763.1	975 	XP_005166271.1	993 
951	XP_005988764.1	527 	NP_001071019.1	527 
952	XP_005988765.1	295 	XP_688573.1	295 
953	XP_005988769.1	496 	XP_005166263.1	496 
954	XP_005988771.1	696 	NP_775365.1	696 
955	XP_005988779.1	496 	XP_009304366.1	496 
956	XP_005988781.1	822 	XP_002662574.1	801 
957	XP_005988792.1	236 	XP_693464.3	231 
958	XP_005988793.1	370 	NP_001004547.1	375 
959	XP_005988799.1	145 	NP_001035140.1	145 
960	XP_005988800.1	416 	NP_957498.1	390 
961	XP_005988802.1	511 	NP_957509.1	511 
962	XP_005988804.1	353 	NP_001002139.1	353 
963	XP_005988806.1	315 	NP_996957.1	330 
964	XP_005988807.1	369 	XP_021323691.1	369 
965	XP_005988808.1	583 	XP_005158580.1	583 
966	XP_005988809.1	379 	NP_001003437.1	353 
967	XP_005988811.1	511 	NP_571679.2	499 
968	XP_005988812.1	453 	NP_958894.1	453 
969	XP_005988814.1	327 	NP_998607.1	320 
970	XP_005988818.1	257 	NP_001002634.1	256 
971	XP_005988819.1	337 	NP_001005392.1	350 
972	XP_005988820.1	1435	XP_021322723.1	1389
973	XP_005988821.1	160 	NP_694492.1	160 
974	XP_005988826.1	117 	NP_001123664.1	117 
975	XP_005988827.1	311 	NP_001002352.1	300 
976	XP_005988828.1	946 	NP_998389.1	964 
977	XP_005988829.1	394 	NP_001103584.2	414 
978	XP_005988830.1	339 	NP_001020641.1	338 
979	XP_005988831.1	335 	XP_005173801.1	360 
980	XP_005988832.1	313 	NP_001003756.1	338 
981	XP_005988834.1	265 	NP_001002485.1	263 
982	XP_005988838.1	531 	XP_021322420.1	560 
983	XP_005988840.2	411 	NP_001074104.1	431 
984	XP_005988845.1	477 	NP_001164500.1	483 
985	XP_005988847.1	815 	XP_001923961.1	851 
986	XP_005988849.1	502 	NP_955924.2	475 
987	XP_005988850.2	450 	NP_001070031.1	466 
988	XP_005988852.1	738 	XP_005157289.1	738 
989	XP_005988853.1	256 	XP_021333122.1	290 
990	XP_005988863.1	201 	NP_001003594.1	201 
991	XP_005988865.1	349 	NP_955963.1	349 
992	XP_005988868.1	312 	XP_009289486.1	316 
993	XP_005988871.1	181 	NP_956559.1	181 
994	XP_005988872.1	181 	NP_956592.1	181 
995	XP_005988874.1	214 	XP_001333416.2	203 
996	XP_005988875.1	795 	NP_001186651.1	828 
997	XP_005988876.1	501 	NP_957308.1	496 
998	XP_005988883.1	440 	NP_001015059.2	440 
999	XP_005988891.1	1121	XP_009301420.1	1112
1000	XP_005988893.1	1078	XP_009301425.1	1065
1001	XP_005988895.1	207 	NP_001002692.1	207 
1002	XP_005988896.1	227 	NP_001004677.2	227 
1003	XP_005988898.1	317 	NP_001006069.1	317 
1004	XP_005988902.1	795 	XP_021332358.1	782 
1005	XP_005988903.1	283 	NP_956843.1	283 
1006	XP_005988907.2	864 	NP_001007767.1	864 
1007	XP_005988909.1	269 	NP_001013309.2	270 
1008	XP_005988910.1	171 	NP_001070094.2	171 
1009	XP_005988913.1	582 	XP_688180.1	577 
1010	XP_005988914.1	205 	XP_005172345.1	205 
1011	XP_005988915.2	1209	XP_009289535.1	1201
1012	XP_005988916.1	152 	NP_571916.1	152 
1013	XP_005988917.1	77.8	XP_021336754.1	85.1
1014	XP_005988918.1	291 	NP_001002324.1	291 
1015	XP_005988920.1	1734	XP_021333075.1	1759
1016	XP_005988928.1	391 	XP_021333354.1	391 
1017	XP_005988931.1	202 	NP_001018588.1	202 
1018	XP_005988935.1	241 	NP_001019577.1	241 
1019	XP_005988937.1	82.0	NP_001189365.1	82.0
1020	XP_005988942.1	971 	NP_001004578.1	971 
